ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Test,QA,Production,Performance,Domain Controller,IIS,Exchange,Database,Notes
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsSentPerSec.Collection,Rule,TCPv4 Segments Sent Per Second,The rule collects TCPv4\Segments Sent/sec counter.,Enabled,bool,FALSE,,,,TRUE,,TRUE,TRUE,TRUE,Best used in conjuction with Retransmitted. Higher than about 2% retransmission and you probably have some sort of network congestion and user experience may be affected.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsSentPerSec.Collection,Rule,TCPv4 Segments Sent Per Second,The rule collects TCPv4\Segments Sent/sec counter.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsSentPerSec.Collection,Rule,TCPv4 Segments Sent Per Second,The rule collects TCPv4\Segments Sent/sec counter.,MaximumSampleSeparation,int,100,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsSentPerSec.Collection,Rule,TCPv4 Segments Sent Per Second,The rule collects TCPv4\Segments Sent/sec counter.,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.PercentBandwidthUsedReads.Collection,Rule,Percent Bandwidth Used Read,Rule collects Bandwidth Used Read counter for network adapters.,Enabled,bool,FALSE,,,,TRUE,,,,,Collects the % network adapter bandwidth being used for read operations. Situationally useful.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.PercentBandwidthUsedReads.Collection,Rule,Percent Bandwidth Used Read,Rule collects Bandwidth Used Read counter for network adapters.,Interval,int,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.SplitIOPerSec.Collection,Rule,Logical Disk Split I/O Per Second Windows Server 2016 and 1709+,The rate at which I/Os to the disk were split into multiple I/Os.,Enabled,bool,FALSE,,,,TRUE,,,,,"Less of an issue these days, indicates how many times one I/O operations is split into multiple disk requests. Can be an indicator of disk fragmentation if running on straight spinning rust. On VMs, SSDs and SANs this is business as usual."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.SplitIOPerSec.Collection,Rule,Logical Disk Split I/O Per Second Windows Server 2016 and 1709+,The rate at which I/Os to the disk were split into multiple I/Os.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.SplitIOPerSec.Collection,Rule,Logical Disk Split I/O Per Second Windows Server 2016 and 1709+,The rate at which I/Os to the disk were split into multiple I/Os.,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.SplitIOPerSec.Collection,Rule,Logical Disk Split I/O Per Second Windows Server 2016 and 1709+,The rate at which I/Os to the disk were split into multiple I/Os.,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.BytesTotalPerSec.Collection,Rule,Network Adapter Bytes Total per Second Windows Server 2016 and 1709+,Collects the performance counter Network Interface/Bytes Total/sec,Enabled,bool,TRUE,FALSE,FALSE,,TRUE,,TRUE,TRUE,TRUE,Use with Current Bandwidth to work out utilisation. ((Total Bytes\Sec * 8)/current bandwidth) * 100
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.BytesTotalPerSec.Collection,Rule,Network Adapter Bytes Total per Second Windows Server 2016 and 1709+,Collects the performance counter Network Interface/Bytes Total/sec,Tolerance,double,25,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.BytesTotalPerSec.Collection,Rule,Network Adapter Bytes Total per Second Windows Server 2016 and 1709+,Collects the performance counter Network Interface/Bytes Total/sec,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.BytesTotalPerSec.Collection,Rule,Network Adapter Bytes Total per Second Windows Server 2016 and 1709+,Collects the performance counter Network Interface/Bytes Total/sec,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryCacheBytes.Collection,Rule,Cache Bytes,Collects the performance counter Memory\Cache Bytes,Enabled,bool,FALSE,,,,TRUE,,,TRUE,,"Shows the size of the filesystem cache in bytes. Is the sum of System Cache Resident Bytes, System Driver Resident Bytes, System Code Resident Bytes, and Pool Paged Resident Bytes. Consensus seems to be that this generally remains steady. Sharp drops can help indicate high paging activities."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryCacheBytes.Collection,Rule,Cache Bytes,Collects the performance counter Memory\Cache Bytes,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryCacheBytes.Collection,Rule,Cache Bytes,Collects the performance counter Memory\Cache Bytes,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryCacheBytes.Collection,Rule,Cache Bytes,Collects the performance counter Memory\Cache Bytes,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskQueueLength.Collection,Rule,Physical Disk Average Disk Queue Length Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk Queue Length,Enabled,bool,FALSE,,,,TRUE,,TRUE,,TRUE,Physical disk discovery disabled by default. Generally accepted that this largely remain less than 2 per 'spindle' (though occasional spikes are to be expected)
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskQueueLength.Collection,Rule,Physical Disk Average Disk Queue Length Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk Queue Length,Tolerance,double,15,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskQueueLength.Collection,Rule,Physical Disk Average Disk Queue Length Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk Queue Length,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskQueueLength.Collection,Rule,Physical Disk Average Disk Queue Length Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk Queue Length,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PerformanceRegistryCorruption.Alert,Rule,Performance registry corruption,Corruption was detected in the registry related to performance counters.,Enabled,bool,TRUE,,,,,,,,,"Alert generation rule. (2004, 2006, 2007, 3000, 3001, 3002, 3012, 3015, 3018 loadperf:Application). Generally indicates that someone has gone wrong with the registry related to performance counters and some restoration work is required."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PerformanceRegistryCorruption.Alert,Rule,Performance registry corruption,Corruption was detected in the registry related to performance counters.,Severity,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PerformanceRegistryCorruption.Alert,Rule,Performance registry corruption,Corruption was detected in the registry related to performance counters.,Priority,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskBytesPerSec.Collection,Rule,Collection Rule for Disk Bytes Per Second Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Disk Bytes Per Second,Enabled,bool,FALSE,,,,TRUE,,,,,"Total of read/write bytes per second. Generally not as useful as IOPS metrics (or individual read/write byte metrics), however can help provide insight into how your storage arrays handle certain workloads if these can be isolated."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskBytesPerSec.Collection,Rule,Collection Rule for Disk Bytes Per Second Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Disk Bytes Per Second,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskBytesPerSec.Collection,Rule,Collection Rule for Disk Bytes Per Second Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Disk Bytes Per Second,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskBytesPerSec.Collection,Rule,Collection Rule for Disk Bytes Per Second Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Disk Bytes Per Second,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerWrite.Collection,Rule,Physical Disk Average Disk Seconds per Write Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk sec/Write.,Enabled,bool,FALSE,,,,TRUE,TRUE,,TRUE,TRUE,Physical disks are disabled by default. Higher than 4 ms is generally considered pretty bad. Look at the disk read/write bytes to determine what type of disk activity is causing the load. If high across all or most disks you might have issues on disk comminication channels. A single disk is likely to have something specifically wrong with that disk.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerWrite.Collection,Rule,Physical Disk Average Disk Seconds per Write Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk sec/Write.,Tolerance,double,0.026,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerWrite.Collection,Rule,Physical Disk Average Disk Seconds per Write Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk sec/Write.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerWrite.Collection,Rule,Physical Disk Average Disk Seconds per Write Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk sec/Write.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Physical Disk Average Disk Seconds per Transfer Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk sec/Transfer.,Enabled,bool,TRUE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,Physical disks are disabled by default. Higher than 20 ms is generally considered pretty bad. Combination of both read and write metrics. If you're watching both of those you don't really need this.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Physical Disk Average Disk Seconds per Transfer Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk sec/Transfer.,Tolerance,double,0.026,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Physical Disk Average Disk Seconds per Transfer Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk sec/Transfer.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Physical Disk Average Disk Seconds per Transfer Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk sec/Transfer.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentProcessorTime.Collection,Rule,Processor % Processor Time Windows Server 2016 and 1709+,Collects the performance counter Processor\% Processor Time,Enabled,bool,TRUE,FALSE,,,TRUE,,TRUE,TRUE,TRUE,Physical processors are not discovered by default. Common server metric. Ideally should be less than 75% on average.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentProcessorTime.Collection,Rule,Processor % Processor Time Windows Server 2016 and 1709+,Collects the performance counter Processor\% Processor Time,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentProcessorTime.Collection,Rule,Processor % Processor Time Windows Server 2016 and 1709+,Collects the performance counter Processor\% Processor Time,TimeoutSeconds,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.PercentIdle.Collection,Rule,% Physical Disk Idle Time Windows Server 2016 and 1709+,The percentage of time during the sample interval that the disk was idle.,Enabled,bool,FALSE,,,,TRUE,,TRUE,,TRUE,"Physical disks are not discovered by default. The amount of time your disk spends not working. Should be Over 85% ideally, less than 40% for long periods probably indicates that it's struggling. You might want to consider moving to faster storage or migrating applications to remove contention."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.PercentIdle.Collection,Rule,% Physical Disk Idle Time Windows Server 2016 and 1709+,The percentage of time during the sample interval that the disk was idle.,Tolerance,double,50,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.PercentIdle.Collection,Rule,% Physical Disk Idle Time Windows Server 2016 and 1709+,The percentage of time during the sample interval that the disk was idle.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.PercentIdle.Collection,Rule,% Physical Disk Idle Time Windows Server 2016 and 1709+,The percentage of time during the sample interval that the disk was idle.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.BytesSentPerSec.Collection,Rule,Network Adapter Bytes Sent per Second Windows Server 2016 and 1709+,Collects the performance counter Network Interface\Bytes Sent/sec,Enabled,bool,FALSE,,,,TRUE,TRUE,,,,On DCs Bytes Sent typically outstrips Bytes received. If they start to converge you might need to expand barndwidth allocated.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.BytesSentPerSec.Collection,Rule,Network Adapter Bytes Sent per Second Windows Server 2016 and 1709+,Collects the performance counter Network Interface\Bytes Sent/sec,Tolerance,double,25,,,,,,,,,
